seqName	clade
NN.1.1	24G
P.1.4	20J
P.1.1	20J
P.1.2	20J
P.1	20J
NY.2	25A
NY.3	25A
P.1.7.1	20J
NY.4	25A
NY.5	25A
P.1.10.1	20J
NY.8	25A
P.1.8	20J
P.1.11	20J
NS.1	24A
P.1.9	20J
NZ.1	24A
P.1.10	20J
NY.7	25A
P.7	20B
P.2	20B
P.1.17.1	20J
P.1.13	20J
P.1.15	20J
P.1.14	20J
P.1.16	20J
P.6	20B
P.1.12.1	20J
PC.1	24H
Q.3	20I
Q.2	20I
Q.8	20I
W.1	20E
Q.4	20I
R.1	20B
P.1.17	20J
Q.7	20I
PA.1	24E
PB.1	24C
NY.6	25A
XA	recombinant
P.3	21E
XAC	recombinant
XAD	recombinant
XAB	recombinant
XAA	recombinant
XAF	recombinant
XAE	recombinant
Q.1	20I
XAH	recombinant
XAJ	recombinant
XAG	recombinant
XAL	recombinant
XAK	recombinant
XAM	recombinant
XAP	recombinant
XAY.1.1.2	recombinant
XAR	recombinant
XAU	recombinant
XAS	recombinant
XAN	recombinant
XAT	recombinant
XAV	recombinant
XAY.1	recombinant
XAY.1.1.1	recombinant
XAY.1.1	recombinant
XAY.1.1.3	recombinant
XBB	22F
XAY.2.2	recombinant
XAY.2.1	recombinant
XB	recombinant
XAY.2	recombinant
XAY.1.2	recombinant
XAZ	recombinant
XBA	recombinant
XBB.1.1	22F
XBB.1	22F
XBB.1.3	22F
XBB.1.4	22F
XBB.1.4.1	22F
XAY	recombinant
XBB.1.5	23A
XAY.2.3	recombinant
XBB.1.4.2	22F
XBB.1.5.1	23A
XBB.1.5.2	23A
XBB.1.5.3	23A
XBB.1.5.4	23A
XBB.1.5.6	23A
XBB.1.5.5	23A
XBB.1.5.7	23A
XBB.1.5.8	23A
XBB.1.5.12	23A
XBB.1.5.11	23A
XBB.1.5.15	23A
XBB.1.5.13	23A
XBB.1.5.10	23A
XBB.1.5.14	23A
XBB.1.5.17	23A
XBB.1.5.16	23A
XBB.1.5.9	23A
XBB.1.5.18	23A
XBB.1.5.20	23A
XBB.1.5.21	23A
XBB.1.5.22	23A
XBB.1.5.24	23A
XBB.1.5.25	23A
XBB.1.5.26	23A
XBB.1.5.19	23A
XBB.1.5.35	23A
XBB.1.5.28	23A
XBB.1.5.27	23A
XBB.1.5.30	23A
XBB.1.5.34	23A
XBB.1.5.36	23A
XBB.1.5.23	23A
XBB.1.5.33	23A
XBB.1.5.29	23A
XBB.1.5.31	23A
XBB.1.5.32	23A
XBB.1.5.46	23A
XBB.1.5.38	23A
XBB.1.5.37	23A
XBB.1.5.43	23A
XBB.1.5.39	23A
XBB.1.5.40	23A
XBB.1.5.41	23A
XBB.1.5.44	23A
XBB.1.5.49	23A
XBB.1.5.47	23A
XBB.1.5.50	23A
XBB.1.5.48	23A
XBB.1.5.51	23A
XBB.1.5.54	23A
XBB.1.5.53	23A
XBB.1.5.56	23A
XBB.1.5.45	23A
XBB.1.5.55	23A
XBB.1.5.60	23A
XBB.1.5.52	23A
XBB.1.5.57	23A
XBB.1.5.58	23A
XBB.1.5.42	23A
XBB.1.5.59	23A
XBB.1.5.61	23A
XBB.1.5.63	23A
XBB.1.5.62	23A
XBB.1.5.64	23A
XBB.1.5.75	23A
XBB.1.5.65	23A
XBB.1.5.67	23A
XBB.1.5.68	23A
XBB.1.5.69	23A
XBB.1.5.70	23G
XBB.1.5.72	23A
XBB.1.5.71	23A
XBB.1.5.74	23A
XBB.1.5.66	23A
XBB.1.5.77	23A
XBB.1.5.76	23A
XBB.1.5.78	23A
XBB.1.5.86	23A
XBB.1.5.80	23A
XBB.1.5.81	23A
XBB.1.5.85	23A
XBB.1.5.83	23A
XBB.1.5.84	23A
XBB.1.5.73	23A
XBB.1.5.79	23A
XBB.1.5.88	23A
XBB.1.5.90	23A
XBB.1.5.89	23A
XBB.1.5.92	23A
XBB.1.5.100	23A
XBB.1.5.91	23A
XBB.1.5.93	23A
XBB.1.5.94	23A
XBB.1.5.95	23A
XBB.1.5.97	23A
XBB.1.5.96	23A
XBB.1.5.99	23A
XBB.1.5.102	23A
XBB.1.5.103	23A
XBB.1.5.107	23A
XBB.1.5.106	23A
XBB.1.5.104	23A
XBB.1.5.105	23A
XBB.1.5.101	23A
XBB.1.7	22F
XBB.1.5.109	23A
XBB.1.5.110	23A
XBB.1.8	22F
XBB.1.6	22F
XBB.1.5.98	23A
XBB.1.9.1	23D
XBB.1.9	23D
XBB.1.9.2	23D
XBB.1.9.5	23D
XBB.1.14	22F
XBB.1.9.7	23D
XBB.1.14.1	22F
XBB.1.11.1	22F
XBB.1.11	22F
XBB.1.10	22F
XBB.1.13	22F
XBB.1.12	22F
XBB.1.5.108	23A
XBB.1.13.1	22F
XBB.1.9.3	23D
XBB.1.16.6	23B
XBB.1.15.1	22F
XBB.1.15	22F
XBB.1.16	23B
XBB.1.16.8	23B
XBB.1.9.4	23D
XBB.1.16.4	23B
XBB.1.16.3	23B
XBB.1.16.2	23B
XBB.1.16.5	23B
XBB.1.16.7	23B
XBB.1.16.11	23B
XBB.1.16.9	23B
XBB.1.16.10	23B
XBB.1.16.12	23B
XBB.1.16.13	23B
XBB.1.16.17	23B
XBB.1.16.15	23B
XBB.1.16.1	23B
XBB.1.16.21	23B
XBB.1.16.18	23B
XBB.1.16.20	23B
XBB.1.16.19	23B
XBB.1.16.14	23B
XBB.1.16.23	23B
XBB.1.16.25	23B
XBB.1.16.24	23B
XBB.1.17	22F
XBB.1.16.22	23B
XBB.1.16.26	23B
XBB.1.16.29	23B
XBB.1.16.27	23B
XBB.1.16.28	23B
XBB.1.16.30	23B
XBB.1.16.32	23B
XBB.1.16.31	23B
XBB.1.18.1	22F
XBB.1.18	22F
XBB.1.22.3	22F
XBB.1.17.1	22F
XBB.1.16.16	23B
XBB.1.19	22F
XBB.1.19.1	22F
XBB.1.19.2	22F
XBB.1.22	22F
XBB.1.22.1	22F
XBB.1.22.2	22F
XBB.1.24.1	22F
XBB.1.23	22F
XBB.1.25	22F
XBB.1.24.3	22F
XBB.1.27	22F
XBB.1.28	22F
XBB.1.31.1	22F
XBB.1.28.1	22F
XBB.1.29	22F
XBB.1.30	22F
XBB.1.31	22F
XBB.1.31.2	22F
XBB.1.33	22F
XBB.1.21	22F
XBB.1.34.2	22F
XBB.1.34	22F
XBB.1.34.1	22F
XBB.1.41	22F
XBB.1.37.1	22F
XBB.1.37	22F
XBB.1.35	22F
XBB.1.36	22F
XBB.1.38	22F
XBB.1.38.1	22F
XBB.1.39	22F
XBB.1.40	22F
XBB.1.41.1	22F
XBB.1.41.2	22F
XBB.1.42	22F
XBB.1.41.3	22F
XBB.1.32	22F
XBB.1.45	22F
XBB.1.42.1	22F
XBB.1.43.1	22F
XBB.1.42.2	22F
XBB.1.44	22F
XBB.1.44.1	22F
XBB.1.45.1	22F
XBB.1.46	22F
XBB.1.47	22F
XBB.1.47.1	22F
XBB.1.48	22F
XBB.2	22F
XBB.2.2	22F
XBB.2.1	22F
XBB.2.3.5	23E
XBB.2.3.2	23E
XBB.2.3.3	23E
XBB.2.3	23E
XBB.2.3.1	23E
XBB.1.43	22F
XBB.2.3.6	23E
XBB.2.3.7	23E
XBB.2.3.10	23E
XBB.2.3.8	23E
XBB.2.3.9	23E
XBB.2.3.19	23E
XBB.2.3.11	23E
XBB.2.3.12	23E
XBB.2.3.13	23E
XBB.2.3.14	23E
XBB.2.3.15	23E
XBB.2.3.16	23E
XBB.2.3.17	23E
XBB.2.3.18	23E
XBB.2.3.4	23E
XBB.2.3.21	23E
XBB.2.4	22F
XBB.2.3.22	23E
XBB.2.8	22F
XBB.2.5	22F
XBB.2.3.20	23E
XBB.2.6	22F
XBB.2.6.1	22F
XBB.2.6.2	22F
XBB.2.7.1	22F
XBB.2.7	22F
XBB.2.11	22F
XBB.2.10	22F
XBB.2.9	22F
XBB.2.11.1	22F
XBB.3	22F
XBB.3.2	22F
XBB.4.1	22F
XBB.3.4	22F
XBB.3.3	22F
XBB.4	22F
XBB.3.5	22F
XBB.6.1	22F
XBB.6	22F
XBB.5	22F
XBB.2.12	22F
XBC.1.3	recombinant
XBB.8	22F
XBB.8.1	22F
XBC.1	recombinant
XBC.1.1	recombinant
XBB.8.2	22F
XBB.9	22F
XBC.1.1.1	recombinant
XBB.7	22F
XBC.1.2	recombinant
XBC.1.2.1	recombinant
XBB.3.1	22F
XBC.1.4	recombinant
XBC.1.3.1	recombinant
XBC.1.6	recombinant
XBC.1.5	recombinant
XBD	recombinant
XBC.1.6.3	recombinant
XBC.1.6.4	recombinant
XBC.1.6.1	recombinant
XBC.2	recombinant
XBE	recombinant
XBF	recombinant
XBF.1	recombinant
XBF.2	recombinant
XBF.1.1	recombinant
XBF.3	recombinant
XBF.4	recombinant
XBF.5	recombinant
XBF.7	recombinant
XBJ	recombinant
XBF.8	recombinant
XBF.6	recombinant
XBF.9	recombinant
XBF.7.1	recombinant
XBG	recombinant
XBH	recombinant
XBJ.1	recombinant
XBK	recombinant
XBJ.4	recombinant
XBL	recombinant
XBK.1	recombinant
XBL.1	recombinant
XBL.2	recombinant
XBP	recombinant
XBJ.2	recombinant
XBL.3	recombinant
XBL.3.1	recombinant
XBN	recombinant
XBS	recombinant
XBQ	recombinant
XBT	recombinant
XBM	recombinant
XBW	recombinant
XBU	recombinant
XBV	recombinant
XBJ.3	recombinant
XC	recombinant
XCF.1	recombinant
XCE	recombinant
XBZ	recombinant
XCA	recombinant
XCK	recombinant
XCC	recombinant
XCG	recombinant
XCH	recombinant
XCH.1	recombinant
XCL	recombinant
XCP	recombinant
XCM	recombinant
XBR	recombinant
XCU	recombinant
XCZ	recombinant
XCQ	recombinant
XCR	recombinant
XCS	recombinant
XCF	recombinant
XD	recombinant
XCW	recombinant
XCV	recombinant
XCY	recombinant
XCT.1	recombinant
XCF.3	recombinant
XCT	recombinant
XDB	recombinant
XDD.2	recombinant
XDA	recombinant
XDA.1	recombinant
XDD.1	recombinant
XDC	recombinant
XDD	recombinant
XDD.1.1	recombinant
XDD.3	recombinant
XDE	recombinant
XDF	recombinant
XDG	recombinant
XDK.5	recombinant
XDK.1	recombinant
XDJ	recombinant
XDK	recombinant
XDK.1.2	recombinant
XDK.2	recombinant
XDH	recombinant
XDK.4.1	recombinant
XDK.4	recombinant
XDL	recombinant
XDK.6	recombinant
XDP	recombinant
XDM	recombinant
XDK.3	recombinant
XDP.1	recombinant
XDP.3	recombinant
XDQ.2	recombinant
XDQ	recombinant
XDN	recombinant
XDQ.1	recombinant
XDQ.1.1	recombinant
XDR	recombinant
XDR.1	recombinant
XDR.1.2	recombinant
XDR.1.1	recombinant
XDS	recombinant
XDV.1	24D
XDV	recombinant
XDV.1.1	24D
XDV.1.3	24D
XDV.1.8	24D
XDV.1.4	24D
XDV.1.5.1	24D
XDV.1.7	24D
XDV.1.6	24D
XDV.1.7.1	24D
XDV.1.11	24D
XDV.1.9	24D
XDT	recombinant
XE	recombinant
XDY	recombinant
XDY.1	recombinant
XDY.4	recombinant
XDY.2	recombinant
XDY.3	recombinant
XDY.5	recombinant
XDY.5.1	recombinant
XDY.6	recombinant
XDZ	recombinant
XDY.7	recombinant
XEB	recombinant
XEC.1	24F
XEC.3	24F
XEC.2	24F
XEC	24F
XEC.2.1	24F
XDY.1.1	recombinant
XEC.2.2	24F
XEC.4.1	24F
XEC.4	24F
XEC.2.3.1	24F
XEC.9	24F
XEC.5	24F
XEC.6	24F
XEC.8	24F
XEC.13	24F
XEC.8.1	24F
XEC.10	24F
XEC.11	24F
XEC.11.1	24F
XEC.2.3	24F
XEC.12	24F
XEC.14	24F
XEC.15	24F
XEC.22	24F
XEC.18	24F
XED	recombinant
XEC.16	24F
XEC.19	24F
XEC.20	24F
XEC.21	24F
XEC.23	24F
XEC.24	24F
XEC.25	24F
XEC.11.1.1	24F
XEE	recombinant
XEF	recombinant
XEC.17	24F
XEG	recombinant
XEH	recombinant
XEK.1.1	recombinant
XEK	recombinant
XEK.1	recombinant
XEJ	recombinant
XEJ.1	recombinant
XEK.3	recombinant
XEK.4	recombinant
XEL	recombinant
XEL.1	recombinant
XEK.6	recombinant
XEL.5	recombinant
XEK.5	recombinant
XEQ	recombinant
XEL.4	recombinant
XEL.3	recombinant
XEN	recombinant
XEM	recombinant
XEK.2	recombinant
XEN.1	recombinant
XEN.2	recombinant
XEP	recombinant
XER	recombinant
XET	recombinant
XF	recombinant
XES	recombinant
XEU	recombinant
XEV	recombinant
XEW	recombinant
XJ	recombinant
XK	recombinant
XG	recombinant
XH	recombinant
XFA	recombinant
XFC	recombinant
XFB	recombinant
XFD	recombinant
XL	recombinant
XFH	recombinant
XFG	recombinant
XM	recombinant
XN	recombinant
XQ	recombinant
XP	recombinant
XT	recombinant
XR	recombinant
XU	recombinant
XW	recombinant
XY	recombinant
XV	recombinant
XS	recombinant
XZ	recombinant
