day,variant,count
232,variant_0,0
233,variant_0,0
234,variant_0,0
235,variant_0,0
236,variant_0,0
237,variant_0,0
238,variant_0,0
239,variant_0,0
240,variant_0,0
241,variant_0,0
242,variant_0,0
243,variant_0,0
244,variant_0,0
245,variant_0,0
246,variant_0,0
247,variant_0,0
248,variant_0,0
249,variant_0,0
250,variant_0,0
251,variant_0,0
252,variant_0,0
253,variant_0,0
254,variant_0,0
255,variant_0,0
256,variant_0,0
257,variant_0,0
258,variant_0,0
259,variant_0,0
260,variant_0,0
261,variant_0,0
262,variant_0,0
263,variant_0,0
264,variant_0,0
265,variant_0,0
266,variant_0,0
267,variant_0,0
268,variant_0,0
269,variant_0,0
270,variant_0,0
271,variant_0,0
272,variant_0,0
273,variant_0,0
274,variant_0,0
275,variant_0,0
276,variant_0,0
277,variant_0,0
278,variant_0,0
279,variant_0,0
280,variant_0,0
281,variant_0,0
282,variant_0,0
283,variant_0,0
284,variant_0,0
285,variant_0,0
286,variant_0,0
287,variant_0,0
288,variant_0,0
289,variant_0,0
290,variant_0,0
291,variant_0,0
292,variant_0,0
293,variant_0,0
294,variant_0,0
295,variant_0,0
296,variant_0,0
297,variant_0,0
298,variant_0,0
299,variant_0,0
0,variant_1,1
1,variant_1,0
2,variant_1,0
3,variant_1,0
4,variant_1,0
5,variant_1,0
6,variant_1,0
7,variant_1,0
8,variant_1,0
9,variant_1,0
10,variant_1,0
11,variant_1,0
12,variant_1,0
13,variant_1,0
14,variant_1,0
15,variant_1,0
16,variant_1,0
17,variant_1,1
18,variant_1,0
19,variant_1,0
20,variant_1,0
21,variant_1,1
22,variant_1,0
23,variant_1,0
24,variant_1,1
25,variant_1,1
26,variant_1,1
27,variant_1,1
28,variant_1,2
29,variant_1,0
30,variant_1,3
31,variant_1,2
32,variant_1,1
33,variant_1,6
34,variant_1,5
35,variant_1,5
36,variant_1,7
37,variant_1,12
38,variant_1,10
39,variant_1,13
40,variant_1,8
41,variant_1,12
42,variant_1,15
43,variant_1,22
44,variant_1,18
45,variant_1,16
46,variant_1,25
47,variant_1,18
48,variant_1,38
49,variant_1,39
50,variant_1,37
51,variant_1,61
52,variant_1,48
53,variant_1,67
54,variant_1,88
55,variant_1,98
56,variant_1,88
57,variant_1,127
58,variant_1,137
59,variant_1,156
60,variant_1,191
61,variant_1,214
62,variant_1,245
63,variant_1,248
64,variant_1,274
65,variant_1,317
66,variant_1,347
67,variant_1,376
68,variant_1,412
69,variant_1,448
70,variant_1,486
71,variant_1,561
72,variant_1,558
73,variant_1,618
74,variant_1,663
75,variant_1,682
76,variant_1,701
77,variant_1,733
78,variant_1,758
79,variant_1,786
80,variant_1,804
81,variant_1,851
82,variant_1,865
83,variant_1,886
84,variant_1,904
85,variant_1,907
86,variant_1,913
87,variant_1,931
88,variant_1,936
89,variant_1,938
90,variant_1,965
91,variant_1,960
92,variant_1,964
93,variant_1,972
94,variant_1,967
95,variant_1,974
96,variant_1,981
97,variant_1,981
98,variant_1,989
99,variant_1,983
100,variant_1,985
101,variant_1,991
102,variant_1,982
103,variant_1,985
104,variant_1,996
105,variant_1,994
106,variant_1,991
107,variant_1,985
108,variant_1,994
109,variant_1,990
110,variant_1,987
111,variant_1,990
112,variant_1,990
113,variant_1,984
114,variant_1,975
115,variant_1,982
116,variant_1,980
117,variant_1,976
118,variant_1,964
119,variant_1,959
120,variant_1,957
121,variant_1,941
122,variant_1,929
123,variant_1,935
124,variant_1,921
125,variant_1,904
126,variant_1,890
127,variant_1,884
128,variant_1,855
129,variant_1,824
130,variant_1,834
131,variant_1,794
132,variant_1,743
133,variant_1,727
134,variant_1,678
135,variant_1,650
136,variant_1,630
137,variant_1,578
138,variant_1,517
139,variant_1,494
140,variant_1,452
141,variant_1,382
142,variant_1,350
143,variant_1,352
144,variant_1,271
145,variant_1,290
146,variant_1,233
147,variant_1,208
148,variant_1,168
149,variant_1,158
150,variant_1,140
151,variant_1,113
152,variant_1,110
153,variant_1,75
154,variant_1,84
155,variant_1,72
156,variant_1,48
157,variant_1,62
158,variant_1,33
159,variant_1,29
160,variant_1,28
161,variant_1,30
162,variant_1,19
163,variant_1,22
164,variant_1,10
165,variant_1,15
166,variant_1,11
167,variant_1,8
168,variant_1,11
169,variant_1,13
170,variant_1,3
171,variant_1,4
172,variant_1,7
173,variant_1,3
174,variant_1,4
175,variant_1,3
176,variant_1,1
177,variant_1,2
178,variant_1,0
179,variant_1,2
180,variant_1,0
181,variant_1,0
182,variant_1,1
183,variant_1,0
184,variant_1,1
185,variant_1,0
186,variant_1,0
187,variant_1,0
188,variant_1,0
189,variant_1,1
190,variant_1,0
191,variant_1,0
192,variant_1,0
193,variant_1,0
194,variant_1,0
195,variant_1,0
196,variant_1,0
197,variant_1,1
198,variant_1,0
199,variant_1,0
200,variant_1,0
201,variant_1,0
202,variant_1,0
203,variant_1,0
204,variant_1,0
205,variant_1,0
206,variant_1,0
207,variant_1,0
208,variant_1,0
209,variant_1,0
210,variant_1,0
211,variant_1,0
212,variant_1,0
213,variant_1,0
214,variant_1,0
215,variant_1,0
216,variant_1,0
217,variant_1,0
218,variant_1,0
219,variant_1,0
220,variant_1,0
221,variant_1,0
222,variant_1,0
223,variant_1,0
224,variant_1,0
225,variant_1,0
226,variant_1,0
227,variant_1,0
228,variant_1,0
229,variant_1,0
230,variant_1,0
231,variant_1,0
232,variant_1,0
233,variant_1,0
234,variant_1,0
235,variant_1,0
236,variant_1,0
237,variant_1,0
238,variant_1,0
239,variant_1,0
240,variant_1,0
241,variant_1,0
242,variant_1,0
243,variant_1,0
244,variant_1,0
245,variant_1,0
246,variant_1,0
247,variant_1,0
248,variant_1,0
249,variant_1,0
250,variant_1,0
251,variant_1,0
252,variant_1,0
253,variant_1,0
254,variant_1,0
255,variant_1,0
256,variant_1,0
257,variant_1,0
258,variant_1,0
259,variant_1,0
260,variant_1,0
261,variant_1,0
262,variant_1,0
263,variant_1,0
264,variant_1,0
265,variant_1,0
266,variant_1,0
267,variant_1,0
268,variant_1,0
269,variant_1,0
270,variant_1,0
271,variant_1,0
272,variant_1,0
273,variant_1,0
274,variant_1,0
275,variant_1,0
276,variant_1,0
277,variant_1,0
278,variant_1,0
279,variant_1,0
280,variant_1,0
281,variant_1,0
282,variant_1,0
283,variant_1,0
284,variant_1,0
285,variant_1,0
286,variant_1,0
287,variant_1,0
288,variant_1,0
289,variant_1,0
290,variant_1,0
291,variant_1,0
292,variant_1,0
293,variant_1,0
294,variant_1,0
295,variant_1,0
296,variant_1,0
297,variant_1,0
298,variant_1,0
299,variant_1,0
0,variant_2,0
1,variant_2,0
2,variant_2,0
3,variant_2,0
4,variant_2,0
5,variant_2,0
6,variant_2,0
7,variant_2,0
8,variant_2,0
9,variant_2,0
10,variant_2,0
11,variant_2,0
12,variant_2,0
13,variant_2,0
14,variant_2,0
15,variant_2,0
16,variant_2,0
17,variant_2,0
18,variant_2,0
19,variant_2,0
20,variant_2,0
21,variant_2,0
22,variant_2,0
23,variant_2,0
24,variant_2,0
25,variant_2,0
26,variant_2,0
27,variant_2,0
28,variant_2,0
29,variant_2,0
30,variant_2,0
31,variant_2,0
32,variant_2,0
33,variant_2,0
34,variant_2,0
35,variant_2,0
36,variant_2,0
37,variant_2,0
38,variant_2,0
39,variant_2,0
40,variant_2,0
41,variant_2,0
42,variant_2,0
43,variant_2,0
44,variant_2,0
45,variant_2,0
46,variant_2,0
47,variant_2,0
48,variant_2,0
49,variant_2,0
50,variant_2,0
51,variant_2,0
52,variant_2,0
53,variant_2,0
54,variant_2,0
55,variant_2,0
56,variant_2,0
57,variant_2,0
58,variant_2,0
59,variant_2,0
60,variant_2,0
61,variant_2,0
62,variant_2,0
63,variant_2,0
64,variant_2,0
65,variant_2,0
66,variant_2,0
67,variant_2,0
68,variant_2,0
69,variant_2,0
70,variant_2,0
71,variant_2,0
72,variant_2,0
73,variant_2,0
74,variant_2,0
75,variant_2,0
76,variant_2,0
77,variant_2,0
78,variant_2,0
79,variant_2,0
80,variant_2,0
81,variant_2,0
82,variant_2,0
83,variant_2,0
84,variant_2,0
85,variant_2,0
86,variant_2,0
87,variant_2,0
88,variant_2,0
89,variant_2,1
90,variant_2,0
91,variant_2,0
92,variant_2,0
93,variant_2,0
94,variant_2,0
95,variant_2,2
96,variant_2,1
97,variant_2,0
98,variant_2,3
99,variant_2,0
100,variant_2,3
101,variant_2,4
102,variant_2,3
103,variant_2,6
104,variant_2,1
105,variant_2,4
106,variant_2,4
107,variant_2,7
108,variant_2,5
109,variant_2,6
110,variant_2,10
111,variant_2,8
112,variant_2,10
113,variant_2,15
114,variant_2,22
115,variant_2,18
116,variant_2,17
117,variant_2,24
118,variant_2,34
119,variant_2,40
120,variant_2,42
121,variant_2,59
122,variant_2,70
123,variant_2,65
124,variant_2,79
125,variant_2,93
126,variant_2,107
127,variant_2,114
128,variant_2,141
129,variant_2,171
130,variant_2,164
131,variant_2,198
132,variant_2,254
133,variant_2,272
134,variant_2,320
135,variant_2,349
136,variant_2,367
137,variant_2,415
138,variant_2,474
139,variant_2,498
140,variant_2,540
141,variant_2,609
142,variant_2,640
143,variant_2,640
144,variant_2,720
145,variant_2,698
146,variant_2,757
147,variant_2,780
148,variant_2,823
149,variant_2,832
150,variant_2,849
151,variant_2,873
152,variant_2,884
153,variant_2,921
154,variant_2,908
155,variant_2,924
156,variant_2,948
157,variant_2,927
158,variant_2,954
159,variant_2,962
160,variant_2,963
161,variant_2,960
162,variant_2,970
163,variant_2,970
164,variant_2,979
165,variant_2,977
166,variant_2,980
167,variant_2,983
168,variant_2,980
169,variant_2,975
170,variant_2,987
171,variant_2,991
172,variant_2,980
173,variant_2,992
174,variant_2,981
175,variant_2,986
176,variant_2,989
177,variant_2,990
178,variant_2,986
179,variant_2,988
180,variant_2,993
181,variant_2,989
182,variant_2,985
183,variant_2,985
184,variant_2,986
185,variant_2,984
186,variant_2,992
187,variant_2,989
188,variant_2,984
189,variant_2,987
190,variant_2,984
191,variant_2,983
192,variant_2,981
193,variant_2,985
194,variant_2,984
195,variant_2,983
196,variant_2,981
197,variant_2,982
198,variant_2,984
199,variant_2,978
200,variant_2,979
201,variant_2,975
202,variant_2,976
203,variant_2,965
204,variant_2,976
205,variant_2,965
206,variant_2,967
207,variant_2,950
208,variant_2,965
209,variant_2,959
210,variant_2,959
211,variant_2,940
212,variant_2,946
213,variant_2,951
214,variant_2,930
215,variant_2,946
216,variant_2,937
217,variant_2,927
218,variant_2,933
219,variant_2,933
220,variant_2,932
221,variant_2,925
222,variant_2,920
223,variant_2,919
224,variant_2,906
225,variant_2,901
226,variant_2,882
227,variant_2,890
228,variant_2,875
229,variant_2,893
230,variant_2,866
231,variant_2,861
232,variant_2,848
233,variant_2,846
234,variant_2,813
235,variant_2,849
236,variant_2,794
237,variant_2,809
238,variant_2,832
239,variant_2,792
240,variant_2,767
241,variant_2,761
242,variant_2,733
243,variant_2,741
244,variant_2,732
245,variant_2,711
246,variant_2,739
247,variant_2,658
248,variant_2,648
249,variant_2,633
250,variant_2,637
251,variant_2,647
252,variant_2,626
253,variant_2,582
254,variant_2,581
255,variant_2,574
256,variant_2,552
257,variant_2,542
258,variant_2,520
259,variant_2,503
260,variant_2,492
261,variant_2,500
262,variant_2,465
263,variant_2,455
264,variant_2,419
265,variant_2,394
266,variant_2,396
267,variant_2,388
268,variant_2,377
269,variant_2,344
270,variant_2,344
271,variant_2,304
272,variant_2,299
273,variant_2,284
274,variant_2,264
275,variant_2,264
276,variant_2,274
277,variant_2,229
278,variant_2,213
279,variant_2,226
280,variant_2,191
281,variant_2,200
282,variant_2,180
283,variant_2,174
284,variant_2,185
285,variant_2,174
286,variant_2,150
287,variant_2,125
288,variant_2,146
289,variant_2,148
290,variant_2,114
291,variant_2,141
292,variant_2,115
293,variant_2,95
294,variant_2,109
295,variant_2,104
296,variant_2,98
297,variant_2,71
298,variant_2,78
299,variant_2,73
0,variant_3,0
1,variant_3,0
2,variant_3,0
3,variant_3,0
4,variant_3,0
5,variant_3,0
6,variant_3,0
7,variant_3,0
8,variant_3,0
9,variant_3,0
10,variant_3,0
11,variant_3,0
12,variant_3,0
13,variant_3,0
14,variant_3,0
15,variant_3,0
16,variant_3,0
17,variant_3,0
18,variant_3,0
19,variant_3,0
20,variant_3,0
21,variant_3,0
22,variant_3,0
23,variant_3,0
24,variant_3,0
25,variant_3,0
26,variant_3,0
27,variant_3,0
28,variant_3,0
29,variant_3,0
30,variant_3,0
31,variant_3,0
32,variant_3,0
33,variant_3,0
34,variant_3,0
35,variant_3,0
36,variant_3,0
37,variant_3,0
38,variant_3,0
39,variant_3,0
40,variant_3,0
41,variant_3,0
42,variant_3,0
43,variant_3,0
44,variant_3,0
45,variant_3,0
46,variant_3,0
47,variant_3,0
48,variant_3,0
49,variant_3,0
50,variant_3,0
51,variant_3,0
52,variant_3,0
53,variant_3,0
54,variant_3,0
55,variant_3,0
56,variant_3,0
57,variant_3,0
58,variant_3,0
59,variant_3,0
60,variant_3,0
61,variant_3,0
62,variant_3,0
63,variant_3,0
64,variant_3,0
65,variant_3,0
66,variant_3,0
67,variant_3,0
68,variant_3,0
69,variant_3,0
70,variant_3,0
71,variant_3,0
72,variant_3,0
73,variant_3,0
74,variant_3,0
75,variant_3,0
76,variant_3,0
77,variant_3,0
78,variant_3,0
79,variant_3,0
80,variant_3,0
81,variant_3,0
82,variant_3,0
83,variant_3,0
84,variant_3,0
85,variant_3,0
86,variant_3,0
87,variant_3,0
88,variant_3,0
89,variant_3,0
90,variant_3,0
91,variant_3,0
92,variant_3,0
93,variant_3,0
94,variant_3,0
95,variant_3,0
96,variant_3,0
97,variant_3,0
98,variant_3,0
99,variant_3,0
100,variant_3,0
101,variant_3,0
102,variant_3,0
103,variant_3,0
104,variant_3,0
105,variant_3,0
106,variant_3,0
107,variant_3,0
108,variant_3,0
109,variant_3,0
110,variant_3,0
111,variant_3,1
112,variant_3,0
113,variant_3,0
114,variant_3,1
115,variant_3,0
116,variant_3,0
117,variant_3,0
118,variant_3,1
119,variant_3,1
120,variant_3,0
121,variant_3,0
122,variant_3,0
123,variant_3,0
124,variant_3,0
125,variant_3,2
126,variant_3,3
127,variant_3,2
128,variant_3,4
129,variant_3,5
130,variant_3,2
131,variant_3,8
132,variant_3,3
133,variant_3,1
134,variant_3,2
135,variant_3,1
136,variant_3,3
137,variant_3,7
138,variant_3,9
139,variant_3,8
140,variant_3,8
141,variant_3,9
142,variant_3,10
143,variant_3,8
144,variant_3,9
145,variant_3,12
146,variant_3,9
147,variant_3,11
148,variant_3,9
149,variant_3,9
150,variant_3,11
151,variant_3,13
152,variant_3,6
153,variant_3,2
154,variant_3,8
155,variant_3,3
156,variant_3,2
157,variant_3,10
158,variant_3,9
159,variant_3,6
160,variant_3,7
161,variant_3,6
162,variant_3,8
163,variant_3,5
164,variant_3,8
165,variant_3,4
166,variant_3,8
167,variant_3,7
168,variant_3,4
169,variant_3,5
170,variant_3,6
171,variant_3,2
172,variant_3,7
173,variant_3,3
174,variant_3,7
175,variant_3,6
176,variant_3,4
177,variant_3,2
178,variant_3,4
179,variant_3,2
180,variant_3,3
181,variant_3,3
182,variant_3,3
183,variant_3,5
184,variant_3,5
185,variant_3,5
186,variant_3,2
187,variant_3,1
188,variant_3,6
189,variant_3,3
190,variant_3,2
191,variant_3,3
192,variant_3,4
193,variant_3,2
194,variant_3,4
195,variant_3,3
196,variant_3,2
197,variant_3,2
198,variant_3,2
199,variant_3,1
200,variant_3,2
201,variant_3,4
202,variant_3,0
203,variant_3,2
204,variant_3,4
205,variant_3,1
206,variant_3,0
207,variant_3,2
208,variant_3,1
209,variant_3,3
210,variant_3,2
211,variant_3,5
212,variant_3,2
213,variant_3,1
214,variant_3,3
215,variant_3,1
216,variant_3,0
217,variant_3,1
218,variant_3,1
219,variant_3,2
220,variant_3,1
221,variant_3,0
222,variant_3,1
223,variant_3,1
224,variant_3,3
225,variant_3,2
226,variant_3,1
227,variant_3,1
228,variant_3,0
229,variant_3,0
230,variant_3,0
231,variant_3,0
232,variant_3,1
233,variant_3,2
234,variant_3,0
235,variant_3,1
236,variant_3,1
237,variant_3,1
238,variant_3,0
239,variant_3,0
240,variant_3,0
241,variant_3,1
242,variant_3,0
243,variant_3,2
244,variant_3,0
245,variant_3,1
246,variant_3,0
247,variant_3,1
248,variant_3,0
249,variant_3,0
250,variant_3,1
251,variant_3,1
252,variant_3,0
253,variant_3,0
254,variant_3,0
255,variant_3,0
256,variant_3,0
257,variant_3,0
258,variant_3,0
259,variant_3,1
260,variant_3,0
261,variant_3,0
262,variant_3,0
263,variant_3,0
264,variant_3,0
265,variant_3,0
266,variant_3,0
267,variant_3,0
268,variant_3,0
269,variant_3,0
270,variant_3,0
271,variant_3,0
272,variant_3,1
273,variant_3,1
274,variant_3,1
275,variant_3,0
276,variant_3,0
277,variant_3,0
278,variant_3,0
279,variant_3,0
280,variant_3,0
281,variant_3,0
282,variant_3,0
283,variant_3,0
284,variant_3,0
285,variant_3,0
286,variant_3,0
287,variant_3,0
288,variant_3,1
289,variant_3,0
290,variant_3,0
291,variant_3,0
292,variant_3,0
293,variant_3,0
294,variant_3,0
295,variant_3,0
296,variant_3,0
297,variant_3,0
298,variant_3,0
299,variant_3,0
0,variant_4,0
1,variant_4,0
2,variant_4,0
3,variant_4,0
4,variant_4,0
5,variant_4,0
6,variant_4,0
7,variant_4,0
8,variant_4,0
9,variant_4,0
10,variant_4,0
11,variant_4,0
12,variant_4,0
13,variant_4,0
14,variant_4,0
15,variant_4,0
16,variant_4,0
17,variant_4,0
18,variant_4,0
19,variant_4,0
20,variant_4,0
21,variant_4,0
22,variant_4,0
23,variant_4,0
24,variant_4,0
25,variant_4,0
26,variant_4,0
27,variant_4,0
28,variant_4,0
29,variant_4,0
30,variant_4,0
31,variant_4,0
32,variant_4,0
33,variant_4,0
34,variant_4,0
35,variant_4,0
36,variant_4,0
37,variant_4,0
38,variant_4,0
39,variant_4,0
40,variant_4,0
41,variant_4,0
42,variant_4,0
43,variant_4,0
44,variant_4,0
45,variant_4,0
46,variant_4,0
47,variant_4,0
48,variant_4,0
49,variant_4,0
50,variant_4,0
51,variant_4,0
52,variant_4,0
53,variant_4,0
54,variant_4,0
55,variant_4,0
56,variant_4,0
57,variant_4,0
58,variant_4,0
59,variant_4,0
60,variant_4,0
61,variant_4,0
62,variant_4,0
63,variant_4,0
64,variant_4,0
65,variant_4,0
66,variant_4,0
67,variant_4,0
68,variant_4,0
69,variant_4,0
70,variant_4,0
71,variant_4,0
72,variant_4,0
73,variant_4,0
74,variant_4,0
75,variant_4,0
76,variant_4,0
77,variant_4,0
78,variant_4,0
79,variant_4,0
80,variant_4,0
81,variant_4,0
82,variant_4,0
83,variant_4,0
84,variant_4,0
85,variant_4,0
86,variant_4,0
87,variant_4,0
88,variant_4,0
89,variant_4,0
90,variant_4,0
91,variant_4,0
92,variant_4,0
93,variant_4,0
94,variant_4,0
95,variant_4,0
96,variant_4,0
97,variant_4,0
98,variant_4,0
99,variant_4,0
100,variant_4,0
101,variant_4,0
102,variant_4,0
103,variant_4,0
104,variant_4,0
105,variant_4,0
106,variant_4,0
107,variant_4,0
108,variant_4,0
109,variant_4,0
110,variant_4,0
111,variant_4,0
112,variant_4,0
113,variant_4,0
114,variant_4,0
115,variant_4,0
116,variant_4,0
117,variant_4,0
118,variant_4,0
119,variant_4,0
120,variant_4,0
121,variant_4,0
122,variant_4,0
123,variant_4,0
124,variant_4,0
125,variant_4,0
126,variant_4,0
127,variant_4,0
128,variant_4,0
129,variant_4,0
130,variant_4,0
131,variant_4,0
132,variant_4,0
133,variant_4,0
134,variant_4,0
135,variant_4,0
136,variant_4,0
137,variant_4,0
138,variant_4,0
139,variant_4,0
140,variant_4,0
141,variant_4,0
142,variant_4,0
143,variant_4,0
144,variant_4,0
145,variant_4,0
146,variant_4,1
147,variant_4,1
148,variant_4,0
149,variant_4,1
150,variant_4,0
151,variant_4,1
152,variant_4,0
153,variant_4,2
154,variant_4,0
155,variant_4,1
156,variant_4,2
157,variant_4,1
158,variant_4,4
159,variant_4,3
160,variant_4,2
161,variant_4,4
162,variant_4,3
163,variant_4,3
164,variant_4,3
165,variant_4,4
166,variant_4,1
167,variant_4,2
168,variant_4,5
169,variant_4,7
170,variant_4,4
171,variant_4,3
172,variant_4,6
173,variant_4,2
174,variant_4,8
175,variant_4,5
176,variant_4,6
177,variant_4,6
178,variant_4,10
179,variant_4,8
180,variant_4,4
181,variant_4,8
182,variant_4,11
183,variant_4,10
184,variant_4,8
185,variant_4,11
186,variant_4,6
187,variant_4,10
188,variant_4,10
189,variant_4,9
190,variant_4,14
191,variant_4,14
192,variant_4,15
193,variant_4,13
194,variant_4,12
195,variant_4,14
196,variant_4,17
197,variant_4,15
198,variant_4,14
199,variant_4,21
200,variant_4,19
201,variant_4,21
202,variant_4,24
203,variant_4,33
204,variant_4,20
205,variant_4,34
206,variant_4,33
207,variant_4,48
208,variant_4,34
209,variant_4,38
210,variant_4,39
211,variant_4,55
212,variant_4,52
213,variant_4,48
214,variant_4,67
215,variant_4,53
216,variant_4,63
217,variant_4,72
218,variant_4,66
219,variant_4,65
220,variant_4,67
221,variant_4,75
222,variant_4,79
223,variant_4,80
224,variant_4,91
225,variant_4,97
226,variant_4,117
227,variant_4,109
228,variant_4,125
229,variant_4,107
230,variant_4,134
231,variant_4,139
232,variant_4,151
233,variant_4,152
234,variant_4,187
235,variant_4,150
236,variant_4,205
237,variant_4,190
238,variant_4,168
239,variant_4,208
240,variant_4,233
241,variant_4,238
242,variant_4,267
243,variant_4,257
244,variant_4,268
245,variant_4,288
246,variant_4,261
247,variant_4,341
248,variant_4,352
249,variant_4,367
250,variant_4,362
251,variant_4,352
252,variant_4,374
253,variant_4,418
254,variant_4,419
255,variant_4,426
256,variant_4,448
257,variant_4,458
258,variant_4,480
259,variant_4,496
260,variant_4,508
261,variant_4,500
262,variant_4,535
263,variant_4,545
264,variant_4,581
265,variant_4,606
266,variant_4,604
267,variant_4,612
268,variant_4,623
269,variant_4,656
270,variant_4,656
271,variant_4,696
272,variant_4,700
273,variant_4,715
274,variant_4,735
275,variant_4,736
276,variant_4,726
277,variant_4,771
278,variant_4,787
279,variant_4,774
280,variant_4,809
281,variant_4,800
282,variant_4,820
283,variant_4,826
284,variant_4,815
285,variant_4,826
286,variant_4,850
287,variant_4,875
288,variant_4,853
289,variant_4,852
290,variant_4,886
291,variant_4,859
292,variant_4,885
293,variant_4,905
294,variant_4,891
295,variant_4,896
296,variant_4,902
297,variant_4,929
298,variant_4,922
299,variant_4,927
